comm_id;parliament_id;comm_name;comm_maintype;comm_subtype;comm_maintype_abb;comm_subtype_abb;seats;comm_start;comm_end
CH_NT-NR_1959__CO|FK;CH_NT-NR_1959;Finanzkommission (FK) ;CO;NA;FK;NA;15;07dec1959;04oct1963
CH_NT-NR_1959__CO|GPK;CH_NT-NR_1959;Geschäftsprüfungskommission (GPK) ;CO;NA;GPK;NA;17;07dec1959;04oct1963
CH_NT-NR_1959__CO|MK;CH_NT-NR_1959;Militärkommission (MK) ;CO;NA;MK;NA;"15;19";07dec1959;04oct1963
CH_NT-NR_1959__CO|PK;CH_NT-NR_1959;Petitionskommission (PK) ;CO;NA;PK;NA;9;07dec1959;04oct1963
CH_NT-NR_1959__CO|PTT;CH_NT-NR_1959;Kommission für die Post-, Telegraphen- und Telephonverwaltung ;CO;NA;PTT;NA;13;07dec1959;04oct1963
CH_NT-NR_1959__CO|SBBK;CH_NT-NR_1959;Bundesbahnkommission (SBBK) ;CO;NA;SBBK;NA;15;07dec1959;04oct1963
CH_NT-NR_1959__CO|WPK;CH_NT-NR_1959;Wahlprüfungskommission (WPK) ;CO;NA;WPK;NA;9;07dec1959;04oct1963
CH_NT-NR_1959__CO|ZtK;CH_NT-NR_1959;Zolltarifkommission ;CO;NA;ZtK;NA;29;07dec1959;04oct1963
CH_NT-NR_1963__CH_NT-SR_1963__CO|ALK--SD|Alkoholdelegation;"CH_NT-NR_1963;CH_NT-SR_1963";Alkoholdelegation ;CO;SD;ALK;Alkoholdelegation;"5;6";02dec1963;05oct1967
CH_NT-NR_1963__CH_NT-SR_1963__DL|ERD;"CH_NT-NR_1963;CH_NT-SR_1963";Delegation beim Europarat (ERD) ;DL;NA;ERD;NA;6;02dec1963;18sep1967
CH_NT-NR_1963__CH_NT-SR_1963__DL|FinDel;"CH_NT-NR_1963;CH_NT-SR_1963";Finanzdelegation (FinDel) ;DL;NA;FinDel;NA;6;02dec1963;05oct1967
CH_NT-NR_1963__CO|AAK;CH_NT-NR_1963;Kommission für auswärtige Angelegenheiten (AAK) ;CO;NA;AAK;NA;19;02dec1963;05oct1967
CH_NT-NR_1963__CO|ALK;CH_NT-NR_1963;Alkoholkommission (ALK) ;CO;NA;ALK;NA;11;02dec1963;05oct1967
CH_NT-NR_1963__CO|AWK;CH_NT-NR_1963;Kommission für Aussenwirtschaft ;CO;NA;AWK;NA;29;20sep1965;05oct1967
CH_NT-NR_1963__CH_NT-SR_1963__CO|BeK;"CH_NT-NR_1963;CH_NT-SR_1963";Begnadigungskommission (BeK) ;CO;NA;BeK;NA;13;02dec1963;05oct1967
CH_NT-NR_1963__CO|EBKk;CH_NT-NR_1963;Eisenbahnkonzessionskommission ;CO;NA;EBKk;NA;11;02dec1963;05oct1967
CH_NT-NR_1963__CO|FK;CH_NT-NR_1963;Finanzkommission (FK) ;CO;NA;FK;NA;19;02dec1963;05oct1967
CH_NT-NR_1963__CO|GPK;CH_NT-NR_1963;Geschäftsprüfungskommission (GPK) ;CO;NA;GPK;NA;19;02dec1963;05oct1967
CH_NT-NR_1963__CO|MK;CH_NT-NR_1963;Militärkommission (MK) ;CO;NA;MK;NA;19;02dec1963;05oct1967
CH_NT-NR_1963__CO|PK;CH_NT-NR_1963;Petitionskommission (PK) ;CO;NA;PK;NA;9;02dec1963;05oct1967
CH_NT-NR_1963__CO|PTT;CH_NT-NR_1963;Kommission für die Post-, Telegraphen- und Telephonverwaltung ;CO;NA;PTT;NA;13;02dec1963;05oct1967
CH_NT-NR_1963__CO|SBBK;CH_NT-NR_1963;Bundesbahnkommission (SBBK) ;CO;NA;SBBK;NA;17;02dec1963;05oct1967
CH_NT-NR_1963__CO|WPK;CH_NT-NR_1963;Wahlprüfungskommission (WPK) ;CO;NA;WPK;NA;9;02dec1963;05oct1967
CH_NT-NR_1963__CO|ZtK;CH_NT-NR_1963;Zolltarifkommission ;CO;NA;ZtK;NA;29;02dec1963;25jun1965
CH_NT-NR_1967__CH_NT-SR_1967__CO|ALK--SD|Alkoholdelegation;"CH_NT-NR_1967;CH_NT-SR_1967";Alkoholdelegation ;CO;SD;ALK;Alkoholdelegation;"5;6";04dec1967;08oct1971
CH_NT-NR_1967__CH_NT-SR_1967__DL|ERD;"CH_NT-NR_1967;CH_NT-SR_1967";Delegation beim Europarat (ERD) ;DL;NA;ERD;NA;6;04dec1967;20sep1971
CH_NT-NR_1967__CH_NT-SR_1967__DL|FinDel;"CH_NT-NR_1967;CH_NT-SR_1967";Finanzdelegation (FinDel) ;DL;NA;FinDel;NA;6;04dec1967;08oct1971
CH_NT-NR_1967__CO|AAK;CH_NT-NR_1967;Kommission für auswärtige Angelegenheiten (AAK) ;CO;NA;AAK;NA;19;04dec1967;08oct1971
CH_NT-NR_1967__CO|ALK;CH_NT-NR_1967;Alkoholkommission (ALK) ;CO;NA;ALK;NA;"11;17";04dec1967;08oct1971
CH_NT-NR_1967__CO|AWK;CH_NT-NR_1967;Kommission für Aussenwirtschaft ;CO;NA;AWK;NA;29;04dec1967;08oct1971
CH_NT-NR_1967__CH_NT-SR_1967__CO|BeK;"CH_NT-NR_1967;CH_NT-SR_1967";Begnadigungskommission (BeK) ;CO;NA;BeK;NA;13;04dec1967;08oct1971
CH_NT-NR_1967__CO|DK;CH_NT-NR_1967;Dokumentationskommission (DK) ;CO;NA;DK;NA;5;04dec1967;08oct1971
CH_NT-NR_1967__CO|EBKk;CH_NT-NR_1967;Eisenbahnkonzessionskommission ;CO;NA;EBKk;NA;11;04dec1967;08oct1971
CH_NT-NR_1967__CO|FK;CH_NT-NR_1967;Finanzkommission (FK) ;CO;NA;FK;NA;19;04dec1967;08oct1971
CH_NT-NR_1967__CO|GPK;CH_NT-NR_1967;Geschäftsprüfungskommission (GPK) ;CO;NA;GPK;NA;"19;23";04dec1967;08oct1971
CH_NT-NR_1967__CO|MK;CH_NT-NR_1967;Militärkommission (MK) ;CO;NA;MK;NA;19;04dec1967;08oct1971
CH_NT-NR_1967__CO|PK;CH_NT-NR_1967;Petitionskommission (PK) ;CO;NA;PK;NA;9;04dec1967;08oct1971
CH_NT-NR_1967__CO|PTT;CH_NT-NR_1967;Kommission für die Post-, Telegraphen- und Telephonverwaltung ;CO;NA;PTT;NA;"13;15";04dec1967;09oct1970
CH_NT-NR_1967__CO|SBBK;CH_NT-NR_1967;Bundesbahnkommission (SBBK) ;CO;NA;SBBK;NA;17;04dec1967;08oct1971
CH_NT-NR_1967__CO|WFK;CH_NT-NR_1967;Kommission für Wissenschaft und Forschung (WFK) ;CO;NA;WFK;NA;19;04mar1968;08oct1971
CH_NT-NR_1967__CO|WPK;CH_NT-NR_1967;Wahlprüfungskommission (WPK) ;CO;NA;WPK;NA;9;04dec1967;08oct1971
CH_NT-NR_1971__CH_NT-SR_1971__CO|ALK--SD|Alkoholdelegation;"CH_NT-NR_1971;CH_NT-SR_1971";Alkoholdelegation ;CO;SD;ALK;Alkoholdelegation;6;29nov1971;03oct1975
CH_NT-NR_1971__CH_NT-SR_1971__CO|FPK;"CH_NT-NR_1971;CH_NT-SR_1971";Fraktionspräsidentenkonferenz (FPK) ;CO;NA;FPK;NA;10;04jun1973;03oct1975
CH_NT-NR_1971__CH_NT-SR_1971__DL|ERD;"CH_NT-NR_1971;CH_NT-SR_1971";Delegation beim Europarat (ERD) ;DL;NA;ERD;NA;6;29nov1971;15sep1975
CH_NT-NR_1971__CH_NT-SR_1971__DL|FinDel;"CH_NT-NR_1971;CH_NT-SR_1971";Finanzdelegation (FinDel) ;DL;NA;FinDel;NA;6;29nov1971;03oct1975
CH_NT-NR_1971__CO|AAK;CH_NT-NR_1971;Kommission für auswärtige Angelegenheiten (AAK) ;CO;NA;AAK;NA;19;29nov1971;03oct1975
CH_NT-NR_1971__CO|ALK;CH_NT-NR_1971;Alkoholkommission (ALK) ;CO;NA;ALK;NA;17;29nov1971;03oct1975
CH_NT-NR_1971__CO|AWK;CH_NT-NR_1971;Kommission für Aussenwirtschaft ;CO;NA;AWK;NA;29;29nov1971;03oct1975
CH_NT-NR_1971__CH_NT-SR_1971__CO|BeK;"CH_NT-NR_1971;CH_NT-SR_1971";Begnadigungskommission (BeK) ;CO;NA;BeK;NA;13;29nov1971;03oct1975
CH_NT-NR_1971__CO|Bue;CH_NT-NR_1971;Ratsbüro NR;CO;NA;Bue;NA;10;04jun1973;03oct1975
CH_NT-NR_1971__CO|DK;CH_NT-NR_1971;Dokumentationskommission (DK) ;CO;NA;DK;NA;5;29nov1971;03oct1975
CH_NT-NR_1971__CO|EBKk;CH_NT-NR_1971;Eisenbahnkonzessionskommission ;CO;NA;EBKk;NA;11;29nov1971;04oct1974
CH_NT-NR_1971__CO|FK;CH_NT-NR_1971;Finanzkommission (FK) ;CO;NA;FK;NA;19;29nov1971;03oct1975
CH_NT-NR_1971__CO|GPK;CH_NT-NR_1971;Geschäftsprüfungskommission (GPK) ;CO;NA;GPK;NA;23;29nov1971;03oct1975
CH_NT-NR_1971__CO|MK;CH_NT-NR_1971;Militärkommission (MK) ;CO;NA;MK;NA;19;29nov1971;03oct1975
CH_NT-NR_1971__CO|PK;CH_NT-NR_1971;Petitionskommission (PK) ;CO;NA;PK;NA;9;29nov1971;03oct1975
CH_NT-NR_1971__CO|RedK;CH_NT-NR_1971;Redaktionskommission ;CO;NA;RedK;NA;6;10jun1974;03oct1975
CH_NT-NR_1971__CO|RedK--SC|I;CH_NT-NR_1971;Redaktionskommission für die italienische Sprache ;CO;SC;RedK;I;2;29nov1971;22mar1974
CH_NT-NR_1971__CO|SBBK;CH_NT-NR_1971;Bundesbahnkommission (SBBK) ;CO;NA;SBBK;NA;17;29nov1971;03oct1975
CH_NT-NR_1971__CO|WFK;CH_NT-NR_1971;Kommission für Wissenschaft und Forschung (WFK) ;CO;NA;WFK;NA;19;29nov1971;03oct1975
CH_NT-NR_1971__CO|WPK;CH_NT-NR_1971;Wahlprüfungskommission (WPK) ;CO;NA;WPK;NA;9;29nov1971;03oct1975
CH_NT-NR_1975__CH_NT-SR_1975__CO|ALK--SD|Alkoholdelegation;"CH_NT-NR_1975;CH_NT-SR_1975";Alkoholdelegation ;CO;SD;ALK;Alkoholdelegation;"5;6";01dec1975;05oct1979
CH_NT-NR_1975__CH_NT-SR_1975__CO|FPK;"CH_NT-NR_1975;CH_NT-SR_1975";Fraktionspräsidentenkonferenz (FPK) ;CO;NA;FPK;NA;"8;9";01dec1975;05oct1979
CH_NT-NR_1975__CH_NT-SR_1975__DL|EFTA;"CH_NT-NR_1975;CH_NT-SR_1975";Delegation bei der EFTA ;DL;NA;EFTA;NA;5;16jan1978;17sep1979
CH_NT-NR_1975__CH_NT-SR_1975__DL|ERD;"CH_NT-NR_1975;CH_NT-SR_1975";Delegation beim Europarat (ERD) ;DL;NA;ERD;NA;6;01dec1975;17sep1979
CH_NT-NR_1975__CH_NT-SR_1975__DL|FinDel;"CH_NT-NR_1975;CH_NT-SR_1975";Finanzdelegation (FinDel) ;DL;NA;FinDel;NA;6;01dec1975;05oct1979
CH_NT-NR_1975__CO|AAK;CH_NT-NR_1975;Kommission für auswärtige Angelegenheiten (AAK) ;CO;NA;AAK;NA;23;01dec1975;05oct1979
CH_NT-NR_1975__CO|ALK;CH_NT-NR_1975;Alkoholkommission (ALK) ;CO;NA;ALK;NA;17;01dec1975;05oct1979
CH_NT-NR_1975__CO|AWK;CH_NT-NR_1975;Kommission für Aussenwirtschaft ;CO;NA;AWK;NA;"23;24";01dec1975;05oct1979
CH_NT-NR_1975__CH_NT-SR_1975__CO|BeK;"CH_NT-NR_1975;CH_NT-SR_1975";Begnadigungskommission (BeK) ;CO;NA;BeK;NA;"13;14";01dec1975;05oct1979
CH_NT-NR_1975__CO|BGr;CH_NT-NR_1975;Bau- und Investitionen-Kommission (BIK) ;CO;NA;BGr;NA;5;07mar1977;05oct1979
CH_NT-NR_1975__CO|Bue;CH_NT-NR_1975;Ratsbüro NR;CO;NA;Bue;NA;10;01dec1975;05oct1979
CH_NT-NR_1975__CO|DK;CH_NT-NR_1975;Dokumentationskommission (DK) ;CO;NA;DK;NA;5;01dec1975;05oct1979
CH_NT-NR_1975__CO|FK;CH_NT-NR_1975;Finanzkommission (FK) ;CO;NA;FK;NA;23;01dec1975;05oct1979
CH_NT-NR_1975__CO|GPK;CH_NT-NR_1975;Geschäftsprüfungskommission (GPK) ;CO;NA;GPK;NA;23;01dec1975;05oct1979
CH_NT-NR_1975__CO|MK;CH_NT-NR_1975;Militärkommission (MK) ;CO;NA;MK;NA;23;01dec1975;05oct1979
CH_NT-NR_1975__CO|PK;CH_NT-NR_1975;Petitionskommission (PK) ;CO;NA;PK;NA;9;01dec1975;05oct1979
CH_NT-NR_1975__CO|RedK;CH_NT-NR_1975;Redaktionskommission ;CO;NA;RedK;NA;6;01dec1975;05oct1979
CH_NT-NR_1975__CO|SBBK;CH_NT-NR_1975;Bundesbahnkommission (SBBK) ;CO;NA;SBBK;NA;17;01dec1975;05oct1979
CH_NT-NR_1975__CO|WFK;CH_NT-NR_1975;Kommission für Wissenschaft und Forschung (WFK) ;CO;NA;WFK;NA;23;01dec1975;05oct1979
CH_NT-NR_1975__CO|WPK;CH_NT-NR_1975;Wahlprüfungskommission (WPK) ;CO;NA;WPK;NA;9;01dec1975;05oct1979
CH_NT-NR_1979__CH_NT-SR_1979__CO|ALK--SD|Alkoholdelegation;"CH_NT-NR_1979;CH_NT-SR_1979";Alkoholdelegation ;CO;SD;ALK;Alkoholdelegation;6;26nov1979;19sep1983
CH_NT-NR_1979__CH_NT-SR_1979__CO|BeK;"CH_NT-NR_1979;CH_NT-SR_1979";Begnadigungskommission (BeK) ;CO;NA;BeK;NA;13;26nov1979;19sep1983
CH_NT-NR_1979__CH_NT-SR_1979__CO|DK;"CH_NT-NR_1979;CH_NT-SR_1979";Dokumentationskommission (DK) ;CO;NA;DK;NA;10;26nov1979;19sep1983
CH_NT-NR_1979__CH_NT-SR_1979__CO|FPK;"CH_NT-NR_1979;CH_NT-SR_1979";Fraktionspräsidentenkonferenz (FPK) ;CO;NA;FPK;NA;"8;9";26nov1979;07oct1983
CH_NT-NR_1979__CH_NT-SR_1979__CO|RedK;"CH_NT-NR_1979;CH_NT-SR_1979";Redaktionskommission ;CO;NA;RedK;NA;12;26nov1979;19sep1983
CH_NT-NR_1979__CH_NT-SR_1979__DL|Del-EU;"CH_NT-NR_1979;CH_NT-SR_1979";Delegation für die Beziehungen zum Europäischen Parlament ;DL;NA;Del-EU;NA;10;30nov1981;19sep1983
CH_NT-NR_1979__CH_NT-SR_1979__DL|EFTA;"CH_NT-NR_1979;CH_NT-SR_1979";Delegation bei der EFTA ;DL;NA;EFTA;NA;5;26nov1979;19sep1983
CH_NT-NR_1979__CH_NT-SR_1979__DL|ERD;"CH_NT-NR_1979;CH_NT-SR_1979";Delegation beim Europarat (ERD) ;DL;NA;ERD;NA;6;26nov1979;19sep1983
CH_NT-NR_1979__CH_NT-SR_1979__DL|FinDel;"CH_NT-NR_1979;CH_NT-SR_1979";Finanzdelegation (FinDel) ;DL;NA;FinDel;NA;6;26nov1979;19sep1983
CH_NT-NR_1979__CO|AAK;CH_NT-NR_1979;Kommission für auswärtige Angelegenheiten (AAK) ;CO;NA;AAK;NA;23;26nov1979;07oct1983
CH_NT-NR_1979__CO|BGr;CH_NT-NR_1979;Bau- und Investitionen-Kommission (BIK) ;CO;NA;BGr;NA;5;26nov1979;07oct1983
CH_NT-NR_1979__CO|Bue;CH_NT-NR_1979;Ratsbüro NR;CO;NA;Bue;NA;10;26nov1979;07oct1983
CH_NT-NR_1979__CO|EK;CH_NT-NR_1979;Energiekommission (EK) ;CO;NA;EK;NA;19;26nov1979;07oct1983
CH_NT-NR_1979__CO|FK;CH_NT-NR_1979;Finanzkommission (FK) ;CO;NA;FK;NA;23;26nov1979;07oct1983
CH_NT-NR_1979__CO|GPK;CH_NT-NR_1979;Geschäftsprüfungskommission (GPK) ;CO;NA;GPK;NA;23;26nov1979;07oct1983
CH_NT-NR_1979__CO|GUK;CH_NT-NR_1979;Kommission für Gesundheit und Umwelt (GUK) ;CO;NA;GUK;NA;17;26nov1979;07oct1983
CH_NT-NR_1979__CO|MK;CH_NT-NR_1979;Militärkommission (MK) ;CO;NA;MK;NA;23;26nov1979;07oct1983
CH_NT-NR_1979__CO|PGK;CH_NT-NR_1979;Petitions- und Gewährleistungskommission (PGK) ;CO;NA;PGK;NA;17;26nov1979;07oct1983
CH_NT-NR_1979__CO|SSK;CH_NT-NR_1979;Kommission für soziale Sicherheit (SSK) ;CO;NA;SSK;NA;19;26nov1979;07oct1983
CH_NT-NR_1979__CO|VK;CH_NT-NR_1979;Verkehrskommission (VK) ;CO;NA;VK;NA;19;26nov1979;07oct1983
CH_NT-NR_1979__CO|WFK;CH_NT-NR_1979;Kommission für Wissenschaft und Forschung (WFK) ;CO;NA;WFK;NA;23;26nov1979;07oct1983
CH_NT-NR_1979__CO|WK;CH_NT-NR_1979;Wirtschaftskommission (WK) ;CO;NA;WK;NA;23;26nov1979;07oct1983
CH_NT-NR_1983__CH_NT-SR_1983__CO|ALK--SD|Alkoholdelegation;"CH_NT-NR_1983;CH_NT-SR_1983";Alkoholdelegation ;CO;SD;ALK;Alkoholdelegation;6;28nov1983;21sep1987
CH_NT-NR_1983__CH_NT-SR_1983__CO|BeK;"CH_NT-NR_1983;CH_NT-SR_1983";Begnadigungskommission (BeK) ;CO;NA;BeK;NA;13;28nov1983;21sep1987
CH_NT-NR_1983__CH_NT-SR_1983__CO|DK;"CH_NT-NR_1983;CH_NT-SR_1983";Dokumentationskommission (DK) ;CO;NA;DK;NA;10;28nov1983;21sep1987
CH_NT-NR_1983__CH_NT-SR_1983__CO|FPK;"CH_NT-NR_1983;CH_NT-SR_1983";Fraktionspräsidentenkonferenz (FPK) ;CO;NA;FPK;NA;"9;10";28nov1983;09oct1987
CH_NT-NR_1983__CH_NT-SR_1983__CO|RedK;"CH_NT-NR_1983;CH_NT-SR_1983";Redaktionskommission ;CO;NA;RedK;NA;12;28nov1983;21sep1987
CH_NT-NR_1983__CH_NT-SR_1983__DL|Del-EU;"CH_NT-NR_1983;CH_NT-SR_1983";Delegation für die Beziehungen zum Europäischen Parlament ;DL;NA;Del-EU;NA;10;28nov1983;21sep1987
CH_NT-NR_1983__CH_NT-SR_1983__DL|EFTA;"CH_NT-NR_1983;CH_NT-SR_1983";Delegation bei der EFTA ;DL;NA;EFTA;NA;5;28nov1983;21sep1987
CH_NT-NR_1983__CH_NT-SR_1983__DL|ERD;"CH_NT-NR_1983;CH_NT-SR_1983";Delegation beim Europarat (ERD) ;DL;NA;ERD;NA;6;28nov1983;21sep1987
CH_NT-NR_1983__CH_NT-SR_1983__DL|FinDel;"CH_NT-NR_1983;CH_NT-SR_1983";Finanzdelegation (FinDel) ;DL;NA;FinDel;NA;6;28nov1983;21sep1987
CH_NT-NR_1983__CH_NT-SR_1983__DL|IPU;"CH_NT-NR_1983;CH_NT-SR_1983";Delegation bei der Interparlamentarischen Union ;DL;NA;IPU;NA;8;01jun1987;21sep1987
CH_NT-NR_1983__CO|AAK;CH_NT-NR_1983;Kommission für auswärtige Angelegenheiten (AAK) ;CO;NA;AAK;NA;23;28nov1983;09oct1987
